id,dataset,question,option_0,option_1,option_2,option_3,probing_accuracy,logits,prediction,gold,bertscore_f1,heuristic_dependence_score,reasoning_score,context_fidelity_score,shap_score,contrastive_prediction_original,contrastive_prediction_swapped,contrastive_robust
1042,RACE-H,"According to the passage, fathers' involvement in their children's lives may NOT result in    _   .",the good fate of their children,better reading levels of their children,happy memories which may last a lifetime,greater cognitive development of their children,0.24,"[-25.239745751023293, -26.430428847670555, -19.692504046484828, -30.094587668776512]",2,0,0.8557803,1.0,0.746,1.0,1.04,C,B,False
1043,RACE-H,The text is probably taken from  _  .,a scientific report,a financial report,a newspaper,a literary journal,0.24,"[-17.508437633514404, -19.037368297576904, -13.21037483215332, -20.883183002471924]",2,2,0.9999999,1.0,0.567,0.0,0.767,C,B,False
1044,RACE-H,Ghadi may agree that  _  .,employees are supposed to be on call 24 hours a day,the ability to access many apps made smartphones worthless,smartphones might turn a person into a workaholic,people literally cannot get away from work without smartphones,0.24,"[-39.58272482641041, -36.119631342589855, -40.633182707591914, -25.432228577323258]",3,2,0.8642597,0.5,1.203,1.0,1.52,D,A,False
1045,RACE-H,What is the main idea of this passage?,Smartphones are lengthening working hours.,Smartphones are becoming valuable for many people.,Britons work art additional 460 hours a year on average.,Smartphones are more beneficial to our life than we think.,0.24,"[-24.990965723991394, -22.115223243832588, -61.38664511498064, -31.19468431174755]",1,0,0.92609835,0.25,3.126,0.0,3.927,B,C,False
1046,RACE-H,Which of the following is the best title for the passage?,Mother played a great pan in the family.,Mother died at the age of 98 years old.,Mother was buried by the side of father.,Mother survived father by many years.,0.24,"[-50.19971740245819, -30.984328751452267, -38.60770592559129, -41.3170667886734]",1,0,0.8660838,0.75,1.374,1.0,1.922,B,C,False
1047,RACE-H,What do we know about Tom Brokaw?,He is one of the author's parents' friends.,He likes talking with the author's parents.,He takes up a position as a writer.,He is good at managing a home.,0.24,"[-37.388856228441, -42.188543021678925, -34.458598256111145, -36.09266924858093]",2,2,0.99999994,0.5,0.576,1.0,0.773,C,B,False
1048,RACE-H,How does the author find his parents?,Brave and hardworking.,Modest and warmhearted.,Economical and independent.,Respective and satisfied.,0.24,"[-26.486780524253845, -46.128920793533325, -28.90304696559906, -56.65622138977051]",0,2,0.880785,0.0,2.49,0.0,3.017,A,D,False
1049,RACE-H,"According to the passage,which of the following about Australia is TRUE?",Australia possesses the richest species in the world.,Australia is the country with the highest rate of extinction.,The species in the southwest of Australia will be easily affected by global warming.,Australia will have the highest temperature in the world.,0.24,"[-33.53408322483301, -21.511075967922807, -37.0152719411999, -23.267524547874928]",1,2,0.88299143,1.0,1.318,0.0,1.55,B,C,False
625,RACE-H,What is Marc Bekoff's attitude towards sales of fur?,Sympathetic.,Careless.,Tolerant.,Opposed.,0.24,"[-21.921289928257465, -22.71521759033203, -26.53705930709839, -20.437785625457764]",3,3,1.0,0.0,0.45,0.0,0.61,D,A,False
626,RACE-H,What has become a concern about plastic?,Using it properly.,Producing it cheaply.,Developing its properties quickly.,Evaluating its contributions fairly.,0.24,"[-25.53792417049408, -19.5891945194453, -34.36057913303375, -62.67715400457382]",1,0,0.91493106,0.0,3.305,1.0,4.309,B,C,False
627,RACE-H,"According to the inventors, shrilk has great potential partly because  _  .",it can help plastic degrade,it can be found in living things,its mass production has been realized,its raw materials are abundant in mature,0.24,"[-24.413017511367798, -21.592792868614197, -26.835116744041443, -31.27622362971306]",1,3,0.86468273,0.75,0.71,0.0,0.968,B,C,False
628,RACE-H,What are the inventors doing in the lab?,Replacing carbon fibers with shrilk.,Testing ahrilk's use in wet conditions.,Making shrilk out of used household goods.,Improving shrilk's flexibility for medical purposes.,0.24,"[-27.183468258474022, -57.60418748855591, -41.31707552727312, -38.01028976589441]",0,1,0.86384815,0.25,2.181,0.0,3.042,A,D,False
629,RACE-H,Which of the following can be the best title for the passage?,Recent Progress in Environmental Protection,Benefits of Insects in Scientific Research,The Harm of One-time Products,A Possible Alternative to Plastic,0.24,"[-33.150163769721985, -59.96709829568863, -37.02590453624725, -21.766714841127396]",3,3,1.0,1.0,2.776,1.0,3.82,D,A,False
630,RACE-H,The writer's main purpose in writing the passage is  _,to encourage us to use computers in our society,to advise us to say no to computers from now on,to remind us to care about the problems that computers bring.,to inform us that the computer has become a necessary part of our life,0.24,"[-20.503034681081772, -32.08778251707554, -29.163865387439728, -28.392078779637814]",0,2,0.90930736,0.75,0.858,0.0,1.158,A,D,False
631,RACE-H,The author considers  _  very important .,driving alone on a dark road,independence of people,cooperation to identify SARS virus,shared trust and cooperation,0.24,"[-20.07826390862465, -24.955080032348633, -52.74542992655188, -21.995716094970703]",0,3,0.8526305,0.25,2.656,1.0,3.267,A,D,False
632,RACE-H,The author said that they depended on each other in the same way because  _  .,the approaching car was very dangerous,they both drove their car at a terrific speed,he might be killed out of the other's careless driving,it was dark and the road was not wide enough,0.24,"[-32.830986976623535, -38.14552107453346, -51.6347234249115, -31.96457163989544]",3,2,0.8575414,1.0,1.573,1.0,1.967,D,A,False
633,RACE-H,The need for cooperation increases because  _  .,peoples' fates can't be controlled by themselves,the SARS virus spread quickly,terrorism can happen everywhere,the world has become smaller,0.24,"[-49.22361763454683, -24.26553490012884, -26.762085914611816, -13.217442035675049]",3,0,0.8461665,0.75,2.615,0.0,3.601,D,A,False
634,RACE-H,"According to the text, salt can be used in the following EXCEPT   _  .",keeping dead bodies,punishing thieves,protecting crops,making industrial products,0.24,"[-22.834919929504395, -36.69187259674072, -29.421585083007812, -24.618296027183533]",0,1,0.88264173,0.0,1.073,0.0,1.386,A,D,False
635,RACE-H,In the Roman Empire many people were employed as guards to   _  .,protect the city of Rome,watch people carrying salt,prevent thieves from stealing salt,carry salt from the mines to Rome,0.24,"[-21.091563265770674, -24.293031215667725, -29.48861649632454, -20.08765710890293]",3,2,0.8729089,0.75,0.733,1.0,0.94,D,A,False
636,RACE-H,"The expression ""not worth his salt"" used today refers to the one who   _  .",fails to do his work well,should not be paid in salt,doesn't want to work at all,should use less salt,0.24,"[-40.22646190226078, -21.311790883541107, -30.152236653491855, -20.536973416805267]",3,0,0.87441325,1.0,1.595,1.0,1.969,D,A,False
637,RACE-H,The main purpose of the text is to tell readers   _  .,how salt was found and got,salt is important in people's life,salt was difficult to get in the past,what salt brings to the English language,0.24,"[-26.232383728027344, -41.40127665363252, -40.52020766586065, -29.029203191399574]",0,1,0.82739425,0.75,1.349,0.0,1.517,A,D,False
638,RACE-H,The two friends are going to take a camping trip   _  .,if they have four weeks' time off,though it will be a long trip,so that they can save money,because it will be warm enough in July,0.24,"[-33.69668173789978, -26.38471347093582, -22.06699898838997, -33.70232266187668]",2,2,1.0,0.5,0.995,0.0,1.164,C,B,False
639,RACE-H,Which of the following statements is possibly true?,They are now on the trip,They are going to make a tour all over the U.S and Canada.,They are quite rich.,July is drawing near.,0.24,"[-31.061772525310516, -50.551014836877584, -33.32853001356125, -28.663164913654327]",3,3,1.0,0.75,1.723,1.0,2.189,D,A,False
640,RACE-H,It is quite clear that   _  .,there will be no insects at all.,they are sure to take some medicine on the trip.,the two friends will take turns to drive.,the two friends will share a suitcase.,0.24,"[-30.107288874685764, -46.381914138793945, -32.53848159313202, -32.984344720840454]",0,1,0.8808953,0.5,1.275,0.0,1.627,A,D,False
641,RACE-H,"If they are caught in the rain , they will   _  .",talk to their families while it rains.,ask others for help.,have to stop climbing.,have to stay in a hotel for the night.,0.24,"[-31.747892677783966, -23.996192395687103, -26.346559941768646, -22.343921780586243]",3,3,1.0,0.25,0.711,1.0,0.94,D,A,False
642,RACE-H,"According to the passage, which of the following statements is TRUE?",Women spend about five years talking on the phone during their lifetime.,Women make and receive the same number of calls as men do.,"On average, work-related calls are only half as long as personal calls.",Usually a call made by a man is longer than one by a woman.,0.24,"[-29.205742329359055, -28.138524343725294, -35.45356726273894, -44.041384829208255]",1,2,0.88683486,1.0,1.265,0.0,1.59,B,C,False
643,RACE-H,"From the text, we know that   _   .",calls around midnight are acceptable to some people,80% of people always refuse to answer a phone call,people never ring the people in their address books,Joseph Blass was one of the people who were polled,0.24,"[-46.595613956451416, -33.93809786438942, -34.73325324058533, -35.95015721395612]",1,0,0.85743666,0.75,1.025,0.0,1.266,B,C,False
644,RACE-H,It's probable that traders along the Silk Road needed  _  .,to remember the entire trade route,to know the making of products,to receive certain special training,to deal with a lot of difficulties,0.24,"[-28.44363558292389, -30.959071844816208, -27.43923783302307, -27.0022461861372]",3,3,1.0,0.75,0.307,0.0,0.396,D,A,False
645,RACE-H,The Silk Road became less important because  _  .,it was made up of different routes,silk trading became less popular,sea travel provided easier routes,people needed fewer foreign goods,0.24,"[-18.812037844210863, -37.39214336872101, -25.92819845676422, -27.485968112945557]",0,2,0.8652888,0.25,1.326,0.0,1.858,A,D,False
646,RACE-H,New technologies could travel along the Silk Road because people  _  .,learned from one another,shared each other's beliefs,traded goods along the route,earned their living by traveling,0.24,"[-25.723376652225852, -18.394834220409393, -35.82786604762077, -16.740465432405472]",3,0,0.8325627,0.25,1.506,1.0,1.909,D,A,False
647,RACE-H,What is the best title for the passage?,The Silk Road ; Past and Present,The Silk Road; East Meets West,The Silk Road; Routes Full of Dangers,The Silk Road; Pathways for Learning,0.24,"[-28.559402611106634, -31.122717829421163, -40.25206992775202, -27.155155207961798]",3,1,0.91154486,1.0,1.02,1.0,1.31,D,A,False
648,RACE-H,"According to this passage, Lang Ping is   _   at present.",a volleyball player,a club coach,an unusual player,an assistant,0.24,"[-14.511086702346802, -18.43384289741516, -12.401083946228027, -14.13343596458435]",2,1,0.8994943,1.0,0.441,1.0,0.603,C,B,False
649,RACE-H,"Form the text, we can learn   _  .",Lang Ping has accepted the offer,Chen Zhonghe has got into trouble,all of the Chinese media support Lang Ping,Lang Ping is thinking the US offer over,0.24,"[-34.22658437490463, -40.333682933822274, -37.939329981803894, -52.310829401016235]",0,3,0.92257637,0.75,1.354,1.0,1.808,A,D,False
2700,RACE-H,The author of the passage employed a writing way   _  .,of holding  and releasing,"that released first, then held","that held first, then released",that was not holding or releasing,0.28,"[-35.98372840881348, -41.56995677947998, -42.43153238296509, -40.47940468788147]",0,2,0.89810145,0.5,0.497,0.0,0.645,A,D,False
2701,RACE-H,At first the author felt depressed because of the following reasons except that   _  .,The tree blocked the view,the tree made the office seem dull,"When the first spring came, everything was green except the locust tree",The office was assigned to him,0.28,"[-16.699068248271942, -21.216942358762026, -14.451077306759544, -23.683313138782978]",2,2,0.9999999,1.0,0.727,1.0,0.923,C,B,False
2702,RACE-H,What the author wanted to tell us is that   _  .,not being delighted for what you have got and not feeling pity on the lost,think twice before you leap,treat everything calmly,cherish what you've owned,0.28,"[-65.7210396528244, -25.672522485256195, -36.680487632751465, -39.86479336023331]",1,3,0.8403045,0.5,2.936,0.0,4.005,B,C,False
2703,RACE-H,The reason the author came to the office early is   _  .,to enjoy the dew,to finish her work early,to do some cleaning,to avoid the burning sun,0.28,"[-17.626116454601288, -23.469335079193115, -21.17436194419861, -24.06262481212616]",0,0,1.0,1.0,0.505,1.0,0.644,A,D,False
